loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,has_default_history
13750,10332,mortgage,100000,9.76,paid,no
13751,10333,mortgage,5000000,9.02,active,no
13752,10334,mortgage,2000000,11.43,active,no
13753,10335,mortgage,500000,15.96,active,no
13754,10336,mortgage,5000000,12.74,defaulted,no
13755,10338,mortgage,500000,14.92,paid,no
13756,10339,mortgage,500000,13.11,paid,no
13757,10341,mortgage,500000,16.16,active,no
13758,10342,personal,500000,11.46,active,no
13759,10343,mortgage,100000,8.96,paid,no
13760,10344,personal,50000,14.75,active,no
13761,10345,mortgage,200000,14.14,active,no
13762,10346,mortgage,50000,12.72,active,no
13763,10347,mortgage,200000,11.11,active,no
13764,10348,mortgage,1000000,10.01,active,no
13765,10349,personal,5000000,12.36,active,no
13766,10351,mortgage,500000,13.83,paid,no
13767,10353,mortgage,1000000,13.13,active,no
13768,10355,mortgage,1000000,12.0,active,no
13769,10356,mortgage,5000000,12.82,paid,no
13770,10357,mortgage,200000,9.36,active,no
13771,10358,mortgage,100000,14.07,paid,no
13772,10359,mortgage,500000,14.37,paid,no
13773,10360,mortgage,2000000,8.59,active,no
13774,10361,mortgage,5000000,10.66,active,no
13775,10362,mortgage,5000000,9.24,paid,no
13776,10363,mortgage,1000000,16.49,active,no
13777,10364,mortgage,50000,13.25,active,no
13778,10365,mortgage,500000,12.23,active,no
13779,10368,mortgage,100000,12.2,paid,no
13780,10369,mortgage,500000,16.22,defaulted,no
13781,10370,mortgage,2000000,13.78,active,no
13782,10372,mortgage,2000000,9.85,active,no
13783,10373,mortgage,1000000,12.09,active,no
13784,10375,mortgage,50000,14.69,active,no
13785,10376,mortgage,1000000,11.89,active,no
13786,10377,mortgage,100000,10.98,active,no
13787,10379,mortgage,200000,16.43,paid,no
13788,10380,mortgage,2000000,15.99,active,no
13789,10381,mortgage,50000,16.03,defaulted,no
13790,10382,mortgage,2000000,9.55,active,no
13791,10383,mortgage,100000,10.37,active,no
13792,10384,mortgage,100000,12.04,paid,no
13793,10386,mortgage,2000000,15.16,active,no
13794,10387,mortgage,1000000,14.39,active,no
13795,10388,mortgage,2000000,15.3,active,no
13796,10389,mortgage,1000000,15.87,defaulted,no
13797,10390,mortgage,2000000,14.75,active,no
13798,10391,personal,1000000,10.59,active,no
13799,10392,mortgage,200000,10.78,paid,no
13800,10394,mortgage,500000,11.32,active,no
13801,10395,mortgage,500000,10.92,active,no
13802,10396,mortgage,1000000,10.49,active,no
13803,10397,mortgage,1000000,14.52,active,no
13804,10398,personal,5000000,8.77,active,yes
13805,10399,mortgage,5000000,14.33,active,no
13806,10401,mortgage,200000,15.09,active,no
13807,10402,mortgage,500000,9.03,paid,no
13808,10404,mortgage,200000,8.99,active,no
13809,10405,mortgage,5000000,10.78,active,no
13810,10406,mortgage,5000000,10.17,defaulted,no
13811,10407,personal,100000,13.15,active,no
13812,10410,mortgage,2000000,13.9,active,no
13813,10411,mortgage,5000000,13.57,paid,no
13814,10412,personal,500000,11.36,paid,no
13815,10413,personal,1000000,12.49,active,no
13816,10414,mortgage,50000,13.62,paid,no
13817,10415,mortgage,5000000,9.46,active,no
13818,10416,mortgage,100000,10.34,paid,no
13819,10417,mortgage,2000000,15.62,paid,no
13820,10418,mortgage,50000,11.24,paid,no
13821,10419,mortgage,200000,14.91,defaulted,no
13822,10420,personal,2000000,10.51,paid,no
13823,10422,mortgage,200000,8.83,active,no
13824,10423,mortgage,200000,12.5,defaulted,no
13825,10424,mortgage,1000000,15.64,active,no
13826,10429,mortgage,200000,15.05,paid,no
13827,10430,mortgage,5000000,10.52,paid,no
13828,10432,mortgage,50000,15.78,active,no
13829,10434,mortgage,100000,12.34,active,no
13830,10435,mortgage,5000000,8.89,defaulted,no
13831,10436,mortgage,1000000,8.72,active,no
13832,10437,mortgage,100000,12.38,active,no
13833,10438,mortgage,200000,12.87,active,no
13834,10439,mortgage,500000,9.14,active,no
13835,10440,personal,2000000,15.88,paid,no
13836,10441,mortgage,1000000,14.25,active,no
13837,10442,mortgage,200000,14.91,defaulted,no
13838,10443,mortgage,1000000,13.17,defaulted,no
13839,10444,mortgage,500000,13.81,active,no
13840,10446,personal,50000,11.6,paid,no
13841,10447,mortgage,5000000,13.93,active,no
13842,10448,mortgage,50000,16.33,active,no
13843,10449,mortgage,2000000,13.68,active,no
13844,10452,mortgage,50000,11.23,paid,no
13845,10453,mortgage,5000000,10.78,active,no
13846,10456,mortgage,5000000,16.21,paid,no
13847,10458,mortgage,500000,9.98,active,no
13848,10460,mortgage,100000,14.95,active,no
13849,10461,mortgage,500000,12.22,active,no
13850,10462,mortgage,500000,12.05,active,no
13851,10464,mortgage,200000,14.48,paid,no
13852,10465,mortgage,50000,9.68,paid,no
13853,10466,mortgage,1000000,12.23,paid,no
13854,10468,mortgage,5000000,8.79,paid,no
13855,10470,mortgage,2000000,13.86,active,no
13856,10472,mortgage,100000,8.97,active,no
13857,10473,mortgage,5000000,9.2,active,no
13858,10474,mortgage,1000000,15.26,active,no
13859,10478,personal,200000,12.04,active,no
13860,10480,mortgage,200000,10.11,active,no
13861,10481,mortgage,100000,13.24,paid,no
13862,10483,mortgage,1000000,12.65,active,no
13863,10484,mortgage,100000,11.79,active,no
13864,10485,mortgage,100000,15.74,active,no
13865,10486,mortgage,50000,14.5,active,no
13866,10487,mortgage,1000000,9.71,active,no
13867,10491,mortgage,50000,13.07,active,no
13868,10493,mortgage,5000000,9.21,defaulted,no
13869,10494,personal,50000,10.46,active,no
13870,10495,mortgage,5000000,15.78,paid,no
13871,10496,mortgage,2000000,12.2,paid,no
13872,10497,mortgage,50000,15.64,active,no
13873,10498,mortgage,500000,9.83,defaulted,no
13874,10501,mortgage,200000,10.14,active,no
13875,10502,mortgage,200000,11.32,active,no
13876,10504,mortgage,500000,11.43,active,no
13877,10507,mortgage,5000000,14.46,paid,no
13878,10508,mortgage,5000000,13.3,active,no
13879,10511,mortgage,100000,12.93,active,no
13880,10513,mortgage,1000000,13.32,active,no
13881,10514,mortgage,1000000,14.36,paid,no
13882,10516,mortgage,1000000,15.64,active,no
13883,10517,mortgage,50000,11.82,active,no
13884,10521,personal,1000000,14.92,active,yes
13885,10523,mortgage,1000000,12.46,active,no
13886,10524,mortgage,5000000,14.28,paid,no
13887,10526,mortgage,1000000,15.5,active,no
13888,10528,mortgage,200000,8.76,paid,no
13889,10531,mortgage,500000,12.87,paid,no
13890,10532,mortgage,2000000,16.42,active,no
13891,10533,personal,5000000,12.47,active,no
13892,10534,mortgage,100000,15.41,defaulted,no
13893,10535,personal,500000,9.99,active,no
13894,10538,personal,1000000,13.33,active,no
13895,10539,mortgage,100000,15.46,paid,no
13896,10540,mortgage,100000,11.95,active,no
13897,10544,personal,500000,12.39,paid,no
13898,10545,mortgage,500000,9.16,paid,no
13899,10546,mortgage,500000,8.84,active,no
13900,10547,mortgage,5000000,12.25,active,no
13901,10548,mortgage,5000000,15.25,defaulted,no
13902,10550,mortgage,2000000,15.95,active,no
13903,10552,mortgage,500000,13.77,active,no
13904,10553,mortgage,2000000,15.11,paid,no
13905,10555,mortgage,50000,14.38,active,no
13906,10558,mortgage,200000,14.11,defaulted,no
13907,10559,mortgage,2000000,14.65,active,no
13908,10560,mortgage,200000,12.54,active,no
13909,10561,mortgage,1000000,12.16,active,no
13910,10563,mortgage,50000,9.77,paid,no
13911,10564,mortgage,100000,15.25,defaulted,no
13912,10565,mortgage,500000,8.86,active,no
13913,10566,mortgage,1000000,10.64,active,no
13914,10567,personal,100000,12.66,active,no
13915,10568,mortgage,5000000,16.27,active,no
13916,10569,mortgage,200000,14.79,active,no
13917,10572,mortgage,100000,11.45,paid,no
13918,10575,mortgage,500000,14.21,defaulted,no
13919,10576,mortgage,500000,15.95,paid,no
13920,10577,mortgage,2000000,12.81,active,no
13921,10578,mortgage,2000000,12.2,paid,no
13922,10579,mortgage,5000000,12.92,paid,no
13923,10580,mortgage,200000,10.99,active,no
13924,10581,mortgage,500000,15.76,defaulted,no
13925,10582,mortgage,50000,14.88,active,no
13926,10583,personal,1000000,14.14,active,yes
13927,10584,mortgage,200000,13.21,active,no
13928,10586,mortgage,200000,16.26,active,no
13929,10587,mortgage,100000,10.88,active,no
13930,10588,mortgage,200000,10.77,defaulted,no
13931,10589,mortgage,5000000,10.44,paid,no
13932,10591,mortgage,1000000,14.43,paid,no
13933,10592,personal,50000,14.88,active,no
13934,10593,mortgage,100000,13.28,active,no
13935,10594,mortgage,1000000,13.72,active,no
13936,10595,mortgage,2000000,11.29,active,no
13937,10596,mortgage,200000,8.82,paid,no
13938,10597,mortgage,5000000,10.53,active,no
13939,10598,mortgage,500000,13.17,active,no
13940,10599,mortgage,2000000,15.0,paid,no
13941,10601,mortgage,500000,14.72,active,no
13942,10602,mortgage,1000000,9.94,active,no
13943,10604,mortgage,50000,8.91,defaulted,no
13944,10606,mortgage,500000,15.3,defaulted,no
13945,10607,mortgage,5000000,9.1,active,no
13946,10608,mortgage,1000000,11.65,active,no
13947,10610,mortgage,100000,9.25,active,no
13948,10611,mortgage,200000,13.01,active,no
13949,10612,mortgage,50000,11.41,active,yes
13950,10614,mortgage,5000000,10.12,active,no
13951,10616,mortgage,5000000,13.26,paid,no
13952,10617,mortgage,50000,11.41,active,no
13953,10619,mortgage,100000,9.83,defaulted,no
13954,10620,mortgage,50000,14.1,active,no
13955,10621,mortgage,1000000,15.19,paid,no
13956,10622,mortgage,50000,10.69,active,no
13957,10623,mortgage,50000,9.99,defaulted,no
13958,10624,mortgage,50000,9.1,defaulted,no
13959,10626,mortgage,1000000,12.72,active,no
13960,10627,mortgage,2000000,15.15,paid,no
13961,10628,mortgage,200000,10.51,active,no
13962,10630,mortgage,500000,12.19,active,no
13963,10631,mortgage,2000000,9.79,active,no
13964,10635,mortgage,50000,11.73,active,no
13965,10636,mortgage,100000,8.62,paid,no
13966,10637,mortgage,5000000,15.79,active,no
13967,10638,mortgage,100000,13.91,active,no
13968,10639,personal,1000000,11.16,active,no
13969,10640,mortgage,200000,15.55,active,no
13970,10641,personal,50000,9.96,paid,no
13971,10642,mortgage,1000000,9.13,active,no
13972,10643,mortgage,500000,16.04,paid,no
13973,10644,mortgage,200000,10.97,paid,no
13974,10648,mortgage,200000,15.99,active,no
13975,10650,mortgage,1000000,13.6,paid,no
13976,10652,mortgage,2000000,16.34,active,no
13977,10653,mortgage,5000000,14.53,active,no
13978,10654,mortgage,100000,9.34,active,no
13979,10655,mortgage,2000000,15.32,defaulted,no
13980,10656,mortgage,200000,9.68,defaulted,no
13981,10658,mortgage,100000,14.04,defaulted,no
13982,10659,mortgage,200000,12.5,paid,no
13983,10664,mortgage,5000000,14.16,active,no
13984,10667,mortgage,200000,14.62,active,no
13985,10670,mortgage,200000,14.93,paid,no
13986,10671,mortgage,500000,15.18,paid,no
13987,10672,personal,100000,15.28,active,no
13988,10675,mortgage,500000,11.8,paid,no
13989,10676,mortgage,100000,15.61,active,no
13990,10677,mortgage,5000000,14.26,active,no
13991,10678,mortgage,5000000,15.21,active,no
13992,10681,mortgage,500000,16.41,active,yes
13993,10682,personal,500000,9.43,paid,no
13994,10683,mortgage,500000,11.46,defaulted,no
13995,10684,personal,5000000,14.95,active,no
13996,10686,mortgage,5000000,9.19,paid,no
13997,10687,mortgage,1000000,12.83,active,yes
13998,10689,mortgage,500000,15.37,paid,no
13999,10692,mortgage,2000000,8.65,active,no
14000,10693,mortgage,2000000,16.02,defaulted,no
14001,10694,mortgage,200000,16.33,active,no
14002,10695,personal,50000,11.08,active,no
14003,10696,mortgage,500000,14.63,paid,no
14004,10697,mortgage,50000,9.52,active,no
14005,10698,mortgage,50000,14.68,active,no
14006,10700,personal,200000,12.35,active,no
14007,10702,mortgage,50000,15.38,active,no
14008,10703,mortgage,5000000,10.2,active,no
14009,10704,mortgage,50000,13.88,active,no
14010,10708,mortgage,5000000,14.79,paid,no
14011,10709,mortgage,5000000,10.12,active,no
14012,10711,mortgage,2000000,15.05,active,no
14013,10712,mortgage,5000000,16.16,paid,no
14014,10715,mortgage,50000,13.43,active,no
14015,10717,mortgage,100000,14.78,paid,no
14016,10718,mortgage,500000,12.76,active,no
14017,10719,mortgage,500000,13.28,active,no
14018,10720,mortgage,50000,8.61,paid,no
14019,10722,mortgage,200000,12.69,active,no
14020,10723,mortgage,100000,13.1,paid,yes
14021,10725,mortgage,200000,13.86,active,no
14022,10727,mortgage,200000,9.86,active,no
14023,10728,mortgage,50000,10.43,paid,no
14024,10729,mortgage,1000000,14.55,active,no
14025,10731,mortgage,50000,9.84,paid,no
14026,10732,mortgage,2000000,11.83,active,no
14027,10733,mortgage,1000000,10.5,active,no
14028,10735,mortgage,5000000,12.86,paid,no
14029,10736,mortgage,100000,16.39,paid,no
14030,10737,mortgage,1000000,15.32,active,no
14031,10738,mortgage,50000,10.66,paid,no
14032,10739,mortgage,50000,11.45,active,no
14033,10740,mortgage,200000,15.85,paid,no
14034,10741,mortgage,50000,15.69,active,no
14035,10742,mortgage,5000000,9.78,active,no
14036,10744,mortgage,2000000,15.13,active,no
14037,10745,mortgage,50000,10.88,paid,no
14038,10746,mortgage,500000,12.85,active,no
14039,10749,mortgage,500000,8.54,active,no
14040,10752,mortgage,200000,16.49,paid,no
14041,10753,mortgage,1000000,14.59,active,no
14042,10754,mortgage,1000000,10.43,active,no
14043,10755,mortgage,500000,13.97,active,no
14044,10756,mortgage,2000000,10.85,active,no
14045,10757,mortgage,100000,9.22,active,no
14046,10758,mortgage,5000000,11.9,paid,no
14047,10759,mortgage,5000000,13.41,active,no
14048,10761,mortgage,5000000,9.22,active,no
14049,10762,mortgage,2000000,12.65,active,no
14050,10763,mortgage,500000,12.62,active,no
14051,10765,mortgage,5000000,13.53,active,no
14052,10766,mortgage,2000000,10.46,active,no
14053,10767,mortgage,100000,8.67,active,no
14054,10768,mortgage,1000000,11.1,paid,no
14055,10769,personal,500000,11.69,paid,no
14056,10770,mortgage,50000,13.59,paid,no
14057,10772,mortgage,5000000,15.94,paid,no
14058,10773,mortgage,100000,10.13,active,no
14059,10775,mortgage,100000,14.0,active,no
14060,10777,mortgage,100000,9.28,defaulted,no
14061,10778,mortgage,1000000,10.02,paid,no
14062,10779,mortgage,2000000,12.57,active,no
14063,10782,mortgage,200000,14.17,active,no
14064,10783,mortgage,5000000,15.37,paid,no
14065,10785,mortgage,50000,14.45,active,no
14066,10790,mortgage,5000000,8.62,defaulted,no
14067,10791,mortgage,500000,13.97,active,no
14068,10795,mortgage,2000000,15.1,active,no
14069,10797,personal,100000,12.7,active,no
14070,10798,mortgage,5000000,16.22,active,no
14071,10799,mortgage,1000000,8.53,active,no
14072,10800,mortgage,100000,15.05,active,no
14073,10801,mortgage,2000000,11.18,active,no
14074,10803,mortgage,500000,13.7,active,no
14075,10805,mortgage,50000,14.05,defaulted,no
14076,10808,mortgage,100000,10.95,active,no
14077,10812,mortgage,5000000,16.46,active,no
14078,10813,personal,5000000,9.33,active,no
14079,10815,mortgage,1000000,9.76,active,no
14080,10816,personal,1000000,15.64,paid,no
14081,10817,personal,200000,9.45,active,no
14082,10818,mortgage,1000000,11.55,active,no
14083,10819,mortgage,200000,14.37,active,no
14084,10820,mortgage,50000,14.83,active,no
14085,10821,mortgage,500000,16.14,active,no
14086,10822,personal,200000,14.82,active,no
14087,10824,mortgage,100000,15.26,active,no
14088,10825,mortgage,2000000,16.1,paid,no
14089,10828,mortgage,5000000,12.93,paid,no
14090,10831,mortgage,100000,11.25,active,no
14091,10832,mortgage,5000000,14.59,paid,no
14092,10837,personal,500000,9.81,active,no
14093,10841,mortgage,1000000,9.05,active,no
14094,10843,mortgage,2000000,14.78,active,no
14095,10844,mortgage,100000,16.11,active,no
14096,10849,mortgage,2000000,12.04,active,no
14097,10851,mortgage,200000,9.79,paid,no
14098,10853,mortgage,500000,12.48,active,no
14099,10854,mortgage,100000,11.65,active,no
14100,10856,mortgage,1000000,11.48,defaulted,yes
14101,10857,mortgage,2000000,13.52,active,no
14102,10858,mortgage,1000000,9.9,active,no
14103,10859,mortgage,2000000,11.54,active,no
14104,10861,mortgage,100000,15.45,paid,no
14105,10862,mortgage,500000,14.34,active,no
14106,10864,mortgage,50000,8.94,active,no
14107,10867,mortgage,100000,12.61,active,no
14108,10869,mortgage,1000000,9.23,active,no
14109,10870,mortgage,50000,16.16,active,no
14110,10872,mortgage,500000,10.46,defaulted,no
14111,10873,mortgage,1000000,15.96,active,no
14112,10874,mortgage,500000,15.17,defaulted,no
14113,10877,mortgage,2000000,12.91,paid,no
14114,10878,mortgage,100000,11.19,active,no
14115,10882,mortgage,500000,15.36,paid,no
14116,10883,mortgage,1000000,9.72,active,no
14117,10884,mortgage,100000,9.94,paid,no
14118,10885,mortgage,5000000,10.3,active,no
14119,10887,personal,1000000,13.28,active,no
14120,10890,mortgage,1000000,11.01,active,no
14121,10893,mortgage,5000000,16.41,active,no
14122,10894,mortgage,5000000,10.06,active,no
14123,10895,mortgage,50000,14.94,paid,no
14124,10897,mortgage,200000,9.27,defaulted,no
14125,10898,mortgage,500000,11.33,active,no
14126,10899,mortgage,500000,10.45,paid,no
14127,10900,mortgage,50000,16.31,active,no
14128,10902,mortgage,2000000,8.71,paid,no
14129,10903,personal,500000,14.27,paid,no
14130,10905,mortgage,5000000,10.48,active,no
14131,10906,mortgage,50000,14.99,active,no
14132,10910,mortgage,500000,10.99,paid,no
14133,10911,mortgage,500000,10.0,active,no
14134,10912,mortgage,1000000,14.04,active,no
14135,10913,mortgage,50000,10.56,defaulted,no
14136,10916,mortgage,5000000,12.38,defaulted,no
14137,10917,mortgage,2000000,9.55,paid,no
14138,10921,mortgage,500000,14.3,paid,no
14139,10922,mortgage,2000000,11.75,active,no
14140,10923,mortgage,200000,9.62,active,no
14141,10924,mortgage,50000,14.43,defaulted,no
14142,10926,mortgage,50000,9.33,paid,no
14143,10928,mortgage,50000,13.1,paid,no
14144,10929,mortgage,5000000,13.36,active,no
14145,10930,mortgage,5000000,15.94,paid,no
14146,10933,mortgage,1000000,9.71,active,no
14147,10935,personal,50000,13.73,active,yes
14148,10937,mortgage,1000000,11.55,active,no
14149,10938,mortgage,5000000,11.71,paid,no
14150,10939,mortgage,200000,12.51,paid,no
14151,10940,mortgage,100000,10.37,active,no
14152,10941,mortgage,1000000,12.19,active,no
14153,10942,mortgage,500000,13.99,paid,no
14154,10944,mortgage,50000,12.16,defaulted,no
14155,10945,mortgage,100000,8.84,active,no
14156,10946,mortgage,1000000,10.56,paid,no
14157,10948,mortgage,2000000,11.31,defaulted,no
14158,10950,mortgage,5000000,11.34,active,no
14159,10952,mortgage,2000000,9.15,active,no
14160,10953,mortgage,500000,12.1,defaulted,no
14161,10954,personal,100000,14.04,active,no
14162,10955,mortgage,200000,8.89,active,no
14163,10956,mortgage,1000000,14.51,paid,no
14164,10959,mortgage,2000000,16.14,active,no
14165,10960,mortgage,2000000,8.57,paid,no
14166,10961,mortgage,1000000,10.05,paid,no
14167,10962,personal,2000000,12.85,paid,no
14168,10963,personal,200000,10.24,active,no
14169,10964,mortgage,2000000,14.62,active,no
14170,10966,mortgage,1000000,11.0,active,no
14171,10967,mortgage,50000,10.85,paid,no
14172,10968,mortgage,2000000,8.51,defaulted,no
14173,10969,mortgage,1000000,10.66,active,no
14174,10970,mortgage,50000,10.24,active,no
14175,10972,mortgage,2000000,11.25,defaulted,no
14176,10973,mortgage,2000000,9.68,active,no
14177,10974,mortgage,1000000,13.26,active,no
14178,10976,mortgage,500000,10.41,paid,no
14179,10977,mortgage,500000,15.15,active,no
14180,10979,personal,100000,10.78,active,no
14181,10980,mortgage,500000,10.19,defaulted,no
14182,10981,mortgage,200000,8.95,defaulted,no
14183,10984,mortgage,100000,14.42,active,no
14184,10985,mortgage,500000,12.57,paid,no
14185,10986,mortgage,50000,9.41,paid,no
14186,10987,mortgage,5000000,10.27,active,no
14187,10988,mortgage,1000000,16.49,defaulted,no
14188,10989,mortgage,500000,14.95,active,no
14189,10991,mortgage,50000,11.3,active,no
14190,10992,personal,5000000,12.84,active,no
14191,10993,mortgage,100000,11.83,paid,no
14192,10996,mortgage,1000000,8.79,active,no
14193,10997,mortgage,500000,14.73,paid,no
14194,10999,mortgage,100000,14.24,paid,no
14195,11000,mortgage,500000,11.77,active,no
14196,11005,mortgage,100000,15.27,paid,no
14197,11006,mortgage,500000,12.78,active,no
14198,11007,mortgage,5000000,9.02,active,no
14199,11008,mortgage,50000,10.58,active,no
14200,11010,mortgage,200000,12.19,active,no
14201,11011,mortgage,5000000,9.33,active,no
14202,11012,mortgage,50000,13.07,paid,no
14203,11013,mortgage,1000000,9.46,active,no
14204,11016,mortgage,500000,10.1,active,no
14205,11018,mortgage,200000,15.65,active,no
14206,11021,mortgage,5000000,16.5,active,no
14207,11022,mortgage,200000,12.9,active,no
14208,11023,mortgage,1000000,13.46,active,no
14209,11024,mortgage,1000000,14.88,active,no
14210,11027,mortgage,200000,14.07,active,no
14211,11028,mortgage,1000000,9.96,active,no
14212,11029,mortgage,1000000,11.79,active,no
14213,11030,mortgage,500000,12.78,active,no
14214,11031,mortgage,50000,11.38,paid,no
14215,11032,mortgage,2000000,9.91,defaulted,no
14216,11035,mortgage,100000,14.39,paid,no
14217,11036,personal,200000,10.09,active,no
14218,11038,personal,100000,10.58,active,no
14219,11039,personal,200000,10.79,active,no
14220,11040,mortgage,200000,9.79,active,no
14221,11041,mortgage,50000,15.3,active,no
14222,11042,mortgage,5000000,13.38,active,no
14223,11045,mortgage,5000000,15.18,active,no
14224,11049,mortgage,200000,12.45,active,no
14225,11050,mortgage,200000,12.66,active,no
14226,11051,mortgage,50000,13.43,active,no
14227,11052,mortgage,1000000,11.47,active,no
14228,11054,mortgage,5000000,12.47,active,no
14229,11055,mortgage,2000000,12.88,active,yes
14230,11056,mortgage,100000,16.13,active,no
14231,11057,mortgage,200000,15.56,active,no
14232,11058,mortgage,50000,9.53,active,no
14233,11059,personal,200000,8.83,active,no
14234,11060,mortgage,5000000,13.94,active,no
14235,11062,mortgage,50000,8.89,paid,no
14236,11063,mortgage,100000,8.98,defaulted,no
14237,11068,personal,500000,9.77,defaulted,no
14238,11069,mortgage,5000000,11.31,active,no
14239,11073,mortgage,1000000,11.98,active,no
14240,11075,mortgage,500000,12.66,active,yes
14241,11076,mortgage,50000,16.44,defaulted,no
14242,11077,mortgage,200000,11.58,paid,no
14243,11078,mortgage,1000000,10.44,paid,no
14244,11080,mortgage,5000000,13.1,active,no
14245,11081,mortgage,100000,10.22,active,no
14246,11082,mortgage,5000000,16.02,active,no
14247,11083,mortgage,2000000,10.57,defaulted,no
14248,11085,mortgage,1000000,16.42,active,no
14249,11086,mortgage,200000,11.85,active,no
14250,11087,mortgage,500000,15.0,active,no
14251,11089,mortgage,50000,13.69,paid,no
14252,11090,mortgage,500000,15.97,active,no
14253,11092,mortgage,5000000,13.5,paid,no
14254,11095,mortgage,1000000,13.15,active,no
14255,11096,mortgage,2000000,13.72,active,no
14256,11098,mortgage,200000,14.79,active,no
14257,11099,mortgage,50000,15.69,paid,no
14258,11100,mortgage,200000,10.63,paid,no
14259,11101,personal,200000,10.11,active,no
14260,11102,mortgage,2000000,8.77,active,no
14261,11104,mortgage,1000000,11.46,active,no
14262,11108,personal,500000,15.27,active,no
14263,11110,mortgage,200000,9.06,active,no
14264,11111,mortgage,5000000,12.81,active,no
14265,11112,mortgage,5000000,14.06,active,no
14266,11115,mortgage,200000,15.19,active,no
14267,11116,personal,200000,13.17,paid,no
14268,11117,mortgage,50000,9.99,defaulted,no
14269,11118,personal,200000,16.22,active,no
14270,11119,mortgage,5000000,9.26,active,no
14271,11120,personal,200000,14.65,paid,no
14272,11125,mortgage,1000000,9.19,active,no
14273,11130,mortgage,5000000,9.65,active,no
14274,11131,mortgage,200000,15.69,paid,no
14275,11134,mortgage,2000000,14.52,paid,no
14276,11135,mortgage,2000000,11.42,paid,no
14277,11136,personal,5000000,13.61,active,no
14278,11138,mortgage,200000,12.16,active,no
14279,11140,mortgage,2000000,9.03,active,no
14280,11141,mortgage,1000000,14.27,active,no
14281,11142,mortgage,50000,14.61,active,no
14282,11146,mortgage,2000000,15.56,active,no
14283,11147,personal,5000000,12.83,active,no
14284,11148,mortgage,2000000,13.89,active,no
14285,11151,mortgage,500000,12.0,paid,no
14286,11152,mortgage,1000000,11.05,active,no
14287,11153,mortgage,2000000,11.79,active,no
14288,11154,personal,50000,15.79,active,no
14289,11155,mortgage,500000,9.81,active,no
14290,11156,mortgage,5000000,10.49,active,no
14291,11158,mortgage,5000000,13.35,paid,no
14292,11159,mortgage,200000,9.43,active,no
14293,11160,mortgage,1000000,15.63,active,no
14294,11162,mortgage,2000000,8.88,active,no
14295,11163,mortgage,200000,14.54,active,no
14296,11164,mortgage,1000000,11.49,active,no
14297,11165,mortgage,5000000,8.91,paid,no
14298,11168,mortgage,500000,15.24,paid,no
14299,11172,mortgage,2000000,13.62,paid,no
14300,11175,mortgage,5000000,8.57,active,no
14301,11176,mortgage,50000,10.64,paid,no
14302,11177,mortgage,1000000,11.32,active,no
14303,11178,mortgage,5000000,11.08,paid,no
14304,11179,mortgage,5000000,12.49,active,no
14305,11181,mortgage,50000,12.71,paid,no
14306,11182,mortgage,200000,11.67,active,no
14307,11183,mortgage,5000000,11.15,paid,no
14308,11184,mortgage,200000,12.54,active,no
14309,11185,mortgage,500000,8.77,active,no
14310,11186,mortgage,500000,13.66,active,no
14311,11187,mortgage,100000,13.35,active,no
14312,11188,mortgage,100000,10.73,active,no
14313,11190,mortgage,500000,9.94,active,no
14314,11191,mortgage,2000000,9.08,active,no
14315,11193,mortgage,200000,13.2,active,no
14316,11194,mortgage,50000,13.05,active,no
14317,11197,mortgage,5000000,12.77,active,no
14318,11198,mortgage,5000000,16.38,active,no
14319,11199,mortgage,500000,12.75,active,no
14320,11200,mortgage,2000000,14.27,active,no
14321,11202,mortgage,50000,9.4,defaulted,no
14322,11205,mortgage,100000,10.89,defaulted,no
14323,11206,mortgage,50000,10.7,paid,no
14324,11207,mortgage,500000,13.11,active,no
14325,11208,mortgage,200000,11.15,paid,no
14326,11209,mortgage,500000,13.63,active,no
14327,11210,mortgage,5000000,14.02,active,no
14328,11213,mortgage,5000000,8.77,paid,no
14329,11215,mortgage,1000000,13.62,defaulted,no
14330,11216,personal,2000000,9.43,paid,no
14331,11217,mortgage,2000000,12.22,active,no
14332,11218,mortgage,2000000,14.31,active,no
14333,11221,personal,1000000,14.13,active,no
14334,11223,mortgage,1000000,10.9,active,no
14335,11224,mortgage,200000,10.68,paid,no
14336,11225,mortgage,2000000,12.02,active,no
14337,11226,mortgage,500000,10.01,active,no
14338,11227,mortgage,1000000,16.3,active,no
14339,11229,mortgage,500000,11.26,active,no
14340,11232,mortgage,100000,15.88,defaulted,no
14341,11233,mortgage,2000000,15.77,active,no
14342,11234,mortgage,1000000,11.42,active,no
14343,11235,mortgage,1000000,10.53,active,no
14344,11236,mortgage,200000,14.67,active,no
14345,11237,mortgage,500000,10.34,paid,no
14346,11238,mortgage,200000,12.67,active,no
14347,11239,mortgage,200000,9.39,active,no
14348,11240,mortgage,500000,11.59,active,no
14349,11241,mortgage,100000,9.13,paid,no
14350,11242,mortgage,500000,10.77,active,no
14351,11243,mortgage,100000,13.82,paid,no
14352,11244,personal,200000,16.43,active,no
14353,11245,mortgage,100000,10.54,paid,no
14354,11249,mortgage,2000000,12.29,active,no
14355,11250,mortgage,100000,12.08,active,no
14356,11251,mortgage,100000,9.97,active,no
14357,11252,personal,1000000,13.38,active,no
14358,11254,mortgage,1000000,14.3,active,no
14359,11255,mortgage,5000000,9.68,active,no
14360,11257,mortgage,200000,14.56,active,no
14361,11258,mortgage,500000,14.1,paid,no
